date,startup,vertical,subvertical,city,investors,round,amount
2017-02-08,leverage edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"kashyap deorah, anand sankeshwar, deepak jain, sadashiva nt, arjun mehta, satish kaul, anindya ghose",Seed Funding,0.0
2017-02-08,zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"kunal shah, letsventure, anupam mittal, hetal sonpal",Seed Funding,4.6
2017-02-08,click2clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"narottam thudi, shireesh palle",Seed Funding,7.82
2017-03-08,speedbox,Logistics,On-Demand Logistics Service provider,Mumbai,cismat cargo services pvt. ltd.,Seed Funding,2.76
2017-03-08,skill connect,Consumer Internet,Recruitment Portal,Jaipur,rajasthan angel investor network,Seed Funding,0.0
2017-03-08,chai point,Consumer Internet,Tea Delivery Portal & offline stores,Bengaluru,"dsg consumer partners, eight roads ventures india",Private Equity,0.0
2017-03-08,zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,sidbi,Private Equity,0.0
2017-04-08,lime tray,Technology,Restaurant Management Solutions,New Delhi,jsw ventures,Private Equity,0.0
2017-04-08,coutloot,eCommerce,Fashion Resale Marketplace,Mumbai,"anuj puri, redcliffe capital, artha india ventures, siddharth kothari, apoorv ranjan sharma,",Seed Funding,0.0
2017-04-08,box my space,Logistics,Warehouse Aggregator,Mumbai,"r. jayakumar, vaibhav vohra, aditya vazirani, rhea vazirani, avn business solutions, dreamweaver investments",Seed Funding,0.0
2017-05-08,curatio,Healthcare,Skincare Speciality services,Chennai,anicut capital,Private Equity,0.0
2017-08-08,new castle technologies,Technology,Hospital Management Software,Chennai,undisclosed investors,Seed Funding,2.2356
2017-08-08,my forex eye,Consumer Internet,foreign exchange services,New Delhi,"rahul dev kumar, rajesh mahajan, ankit sharma and others",Seed Funding,2.024
2017-09-08,truxapp,Logistics,Mobile based Logistics Service,New Delhi,"venugopal dhoot, ajay bhatia, tarun khandelwal, ganpat singhvi, mandhian family & others",Seed Funding,28.52
2017-09-08,crofarm,Technology,Agriculture Supply Chain solutions,Gurugram,factor[e] ventures,Seed Funding,7.2036
2017-09-08,doodhwala,Consumer Internet,Online milk delivery,Bengaluru,tom varkey,Seed Funding,0.0
2017-10-08,stayabode,Consumer Internet,Co-Living space aggregator,Bengaluru,"incubate fund, sanjay shenoy, mridul upreti,",Private Equity,0.0
2017-11-08,flipkart,eCommerce,Online Marketplace,Bengaluru,softbank,Private Equity,23000.0
2017-11-08,moong labs,Technology,Mobile games developer,New Delhi,nazara games,Private Equity,0.0
2017-11-08,ola cabs,Consumer Internet,App based cab aggregation Service,Gurugram,tekne capital management,Private Equity,331.2
2017-08-14,sports flashes,Consumer Internet,Sports Content Mobile App,New Delhi,"bennett, coleman and company ltd (bccl),",Private Equity,0.0
2017-08-14,digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"incred finance, fullerton india credit company ltd",Seed Funding,2.8704
2017-08-15,knab finance,Consumer Internet,Unsecured Small Business Loans,Bengaluru,"incred, krishnakumar natarajan, ravi bhardwaj",Seed Funding,3.542
2017-08-17,get simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"green visor capital lp ii, ia venture strategies fund ii lp, boillot family trust, russell m byrne, the oliver r. grace, jr. millennium trust, sf capital investments lp",Seed Funding,0.0
2017-08-20,rootefy,eCommerce,Building material online store,New Delhi,"abhinav gupta,",Seed Funding,1.7204
2017-08-21,uniphore,Technology,speech recognition startup,Chennai,idg ventures,Private Equity,62.56
2017-08-21,cerebroz,Consumer Internet,E-Tech platform,Vadodara,undisclosed hni's,Seed Funding,6.7528
2017-08-22,flochat,Consumer Internet,instant messaging platform,Mumbai,"isquare global,",Seed Funding,0.0
2017-08-22,easygov,Consumer Internet,Govt service application portal,Noida,"social alpha, rajan anandan, rajeev ahuja, kshitij arora",Seed Funding,0.0
2017-08-23,milk basket,Consumer Internet,Online Grocery platform,Gurugram,blume ventures. lenovo capital and incubator group (lcig),Seed Funding,0.0
2017-08-23,dhruva,Technology,Cloud data protection and management solutions,Pune,"riverwood capital, sequoia capital india, nexus venture partners, tenaya capital",Private Equity,736.0
2017-08-23,bombay shaving company,eCommerce,Men Grooming product etailer,New Delhi,fireside ventures,Private Equity,21.16
2017-08-23,awign,Technology,Operations and manpower outsourcing,Bengaluru,"iit ropar, imanpreet singh arora, sidharth rozario, saurabh abichandani, shikhar gupta,",Seed Funding,0.0
2017-08-23,indiez,Technology,Software & Mobile app development platform,Bengaluru,haresh chawla,Seed Funding,4.6
2017-08-24,ezetap,Technology,mPOS solutions provider,Bengaluru,"js capital management, social capital, horizons ventures,",Private Equity,147.2
2017-08-25,ink monk,Consumer Internet,Online printing marketplace,Chennai,"vamm ventures, raksul, dena",Seed Funding,6.9
2017-08-25,medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"pbs srinivas, vinod martin,",Seed Funding,1.15
2017-08-28,mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"sistema asia fund, c31 ventures, qualgro.",Private Equity,64.4
2017-08-29,curefit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"accel partners, idg ventures, kalaari capital, uc-rnt fund",Private Equity,230.0
2017-08-29,doxper,Technology,Healthtech IoT platform,Mumbai,"idal health, growx ventures, capier investments, globevestor & others",Seed Funding,6.9
2017-08-29,fieldassist,Technology,SAAS based sales force automation services,Gurugram,small industries development bank of india (sidbi),Debt Funding,0.0
2017-08-30,treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"ward ferry management and karst peak capital,",Private Equity,312.8
2017-08-30,medgenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"sequoia india, sofina s.a., zodius capital, kris gopalakrishnan, lakshmi narayanan,",Private Equity,276.0
2017-01-07,billion loans,Consumer Internet,Peer to Peer Lending platform,Bengaluru,reliance corporate advisory services ltd,Seed Funding,9.2
2017-03-07,ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"infuse ventures, jll",Private Equity,23.92
2017-04-07,droom,eCommerce,Online marketplace for automobiles,Gurugram,"asset management (asia) ltd, digital garage inc",Private Equity,184.0
2017-05-07,jumbotail,eCommerce,online marketplace for food and grocery,Bengaluru,"kalaari capital, nexus india capital advisors",Private Equity,78.2
2017-05-07,moglix,eCommerce,B2B marketplace for Industrial products,Noida,"international finance corporation, rocketship, accel partners, jungle ventures, shailesh rao, venture highway",Private Equity,110.4
2017-05-07,timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,bccl,Private Equity,9.2
2017-06-07,minjar,Technology,Cloud Solutions provider,Bengaluru,"blume ventures, contrarian capital india partners, emergent ventures india, pallav nadhani, ashish gupta, sharad sharma, sirion labs",Seed Funding,0.0
2017-06-07,mycity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurugram,undisclosed,Seed Funding,0.0
2017-07-07,clip app,Consumer Internet,Digital Media Video platform,Bengaluru,"india quotient, shunwei capital",Seed Funding,9.2
2017-07-07,upwardly.in,Consumer Internet,MF investment platform,Bengaluru,"sreeram iyer, suvo sarkar, anita gupta, likemind ventures",Seed Funding,0.0
2017-10-07,autorox.co,Technology,Workshop Management Software Platform,Hyderabad,mitsui & co.,Private Equity,27.6
2017-11-07,fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,dunamis ventures pte ltd,Private Equity,20.7
2017-11-07,flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"venture catalysts, sourav ganguly, ankit aditya, moksh sports ventures",Seed Funding,4.2688
2017-11-07,design cafe,Consumer Internet,Online Interior Design platform,Bengaluru,"fireside ventures, apurva salarpuria, sidharth pansari, sprout capital",Seed Funding,0.0
2017-12-07,innoviti,Technology,Digital payments solutions,Bengaluru,"sbi-fmo fund, bessemer venture partners, catamaran ventures",Private Equity,170.2
2017-12-07,vdeliver,Logistics,Door Step Delivery platform,Hyderabad,"corvus ventures, mape advisory group",Private Equity,0.0
2017-12-07,bottr.me,Technology,Chatbot creation tool,Bengaluru,"500 startups, purvi capital, rajan anandan, abhishek gupta",Seed Funding,0.0
2017-12-07,arcatron,Technology,Next Gen Mobility device manufacturer,Pune,indian angel network,Seed Funding,0.0
2017-07-14,qwikspec,Technology,Construction site operations and analytics platform,Bengaluru,"brigade innovations llp, tv mohandas pai, suhail rahman, bobby reddy, m george oommen",Seed Funding,4.968
2017-07-14,chumbak,eCommerce,Designer consumer products Marketplace,Bengaluru,blacksoil capital pvt. ltd,Private Equity,15.64
2017-07-17,increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,"sequoia capital, grey orange, rajesh ramaiah, anshuman das, rishi das",Seed Funding,18.4
2017-07-17,vayana,Technology,Enterprise Banking Solutions,Pune,"idg ventures india advisors, jungle ventures",Private Equity,36.8
2017-07-18,mobiquest,Technology,Mobile Services & Solutions,Noida,one97 communication ltd,Private Equity,0.0
2017-07-18,ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"uber technologies inc, amaya capital llp",Seed Funding,0.0
2017-07-18,ideal insurance,Consumer Internet,Online Insurance platform,Kolkata,xelpmoc,Seed Funding,0.0
2017-07-18,hypernova interactive,Technology,Mobile games creator,Bengaluru,kae capital,Seed Funding,0.0
2017-07-19,rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"ain capital ventures, renaud laplanche",Private Equity,92.0
2017-07-19,aircto,Consumer Internet,AI powered recruitment platform,Bengaluru,francesco cara,Seed Funding,0.0
2017-07-19,playablo,Technology,Gamified Learning App,Bengaluru,abi-showatech (india) ltd,Seed Funding,5.52
2017-07-20,trupay,Technology,Online payments platform,Gurugram,"kae capital, m&s partners,",Seed Funding,6.44
2017-07-21,brick2wall,eCommerce,Online Marketplace for Construction Material,Gurugram,"subramani somasundaram, sundeep sahni, mayank mittal & others",Seed Funding,1.84
2017-07-21,fablestreet,eCommerce,Women Work wear etailer,New Delhi,"harmeet bajaj, pameela p, fusiontech ventures & others",Seed Funding,0.0
2017-07-21,monsoon fintech,Technology,Machine Learning Access platform,New Delhi,"sunil kalra, aditya singh, rishi srivastava, rajan anandan",Seed Funding,0.0
2017-07-21,monkeybox,Consumer Internet,Healthy Food Delivery Platform,Bengaluru,"blume ventures, nb ventures, nspira",Seed Funding,0.0
2017-07-25,noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bengaluru,"stellaris venture partners,",Private Equity,11.04
2017-07-25,byju's,Consumer Internet,Mobile Learning App,Bengaluru,tencent holdings,Private Equity,322.0
2017-07-26,creator's gurukul,Others,Co-Working Space Provider,New Delhi,yuvraj singh,Seed Funding,0.0
2017-07-26,fab hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,goldman sachs,Private Equity,230.0
2017-07-26,thinkerbell,Consumer Internet,Assisted Learning Startup,Bengaluru,"indian angel network, anand mahindra",Seed Funding,1.84
2017-07-27,1mg,eCommerce,Online Pharmacy,Gurugram,"hbm healthcare investments, maverick capital ventures, sequoia india, omidyar network and kae capital",Private Equity,138.0
2017-07-28,jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,amen dhyllon,Seed Funding,0.0
2017-07-28,bigstylist,Consumer Internet,Beauty Services Marketplace,Mumbai,info edge (india) ltd,Private Equity,11.5
2017-07-28,gympik,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,roundglass partners,Seed Funding,0.0
2017-01-06,tripeur,Technology,Mobile based travel ERP platform,Bengaluru,"grace grace techno ventures llp, rajul garg & other undisclosed investors",Seed Funding,0.0
2017-02-06,rentongo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,tvs motor company,Seed Funding,2.1528
2017-05-06,goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,emerging india,Private Equity,460.0
2017-05-06,maxmywealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem global advisors, horseferry",Private Equity,0.0
2017-06-06,spinny,eCommerce,Online Used Car marketplace,Gurugram,"blume ventures, indian angel network, kunal shah, sandeep tandon",Private Equity,9.2
2017-06-06,healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"arun patodia, bharat kedia",Seed Funding,0.0
2017-06-06,ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 startups, ivycap ventures",Private Equity,0.0
2017-06-06,bhive workspace,Consumer Internet,co-working spaces,Bengaluru,blume ventures,Private Equity,11.04
2017-06-06,wayforward,Consumer Internet,Mobile app for Mental Health,New Delhi,"harsh mahajan, farhan naqvi, sreepathy viswanathan",Seed Funding,9.2
2017-06-06,gyandhan,Consumer Internet,Education Marketplace,New Delhi,sundaram finance holdings,Private Equity,0.0
2017-06-06,hungry foal,Consumer Internet,For profit Social Venture,Gurugram,sbi (stand up india scheme),Private Equity,0.0
2017-07-06,ziploan,Consumer Internet,Online lending platform,New Delhi,waterbridge ventures,Seed Funding,5.98
2017-07-06,growfitter,Consumer Internet,health and fitness discovery platform,Mumbai,sque capital,Seed Funding,5.52
2017-08-06,stratfit,Consumer Internet,Health coaching programs,Hyderabad,bodhtree consulting limited,Seed Funding,2.1344
2017-08-06,multiplier solutions,Technology,CRM Software for Healthcare space,Hyderabad,norwest venture partners,Private Equity,13.8
2017-08-06,abi health,Technology,Unified Digital Health Platform,Bengaluru,norwest venture partners,Private Equity,13.8
2017-08-06,stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,"mohan alexander, r. natarajan, vikrant varshney, amit sinha",Seed Funding,3.22
2017-09-06,guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"pawan borle, nirmal singh, manish prasad, vineet varma, nick haulkoury, abhai s. rao",Seed Funding,2.76
2017-09-06,esahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"dr ramesh ayyala, satya muthyala",Seed Funding,2.3
2017-12-06,loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bengaluru,"cao yibin, huang wei, madhusudan e,",Seed Funding,0.0
2017-12-06,lendingkart,Consumer Internet,Online Lending platform,Ahmedabad,yes bank,Debt Funding,71.76
2017-12-06,boxx.ai,Technology,Artificial Intelligence,Bengaluru,"unicorn india ventures, venky krishnakumar, suresh shankar, vivek bhargava",Private Equity,4.6
2017-12-06,peesafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"venture catalysts, alfa capital, green shots capital, real time ventures",Private Equity,9.2
2017-12-06,vista rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"artha india ventures, singularity holdings, rajan anandan, girish mathrubootham",Seed Funding,7.1392
2017-12-06,coverfox,Consumer Internet,Online insurance brokerage platform,Mumbai,transamerica,Private Equity,138.0
2017-06-13,hypertrack,Technology,Location tracking solutions,New Delhi,"nexus venture partners, founders fund",Private Equity,0.0
2017-06-13,goodera,Technology,CSR and sustainability management platform,Bengaluru,"nexus venture partners, omidyar network",Private Equity,50.6
2017-06-13,digit,Technology,Tech driven Insurance platform,Bengaluru,fairfax holdings,Private Equity,0.0
2017-06-14,ola,Consumer Internet,Cab Aggregation App,Bengaluru,tekne capital management llc,Private Equity,460.0
